Batch_ID,Culture_Day,GDP_Fucose_uM,Mn_uM,Uridine_mM,pH,DO_pct,pCO2_mmHg,Temperature_C,VCD_1e6_per_mL,Osmolality_mOsm,Lactate_g_per_L,Fucosylation_pct
0,1,47.08332084453001,0.03257558938899739,1.6271372542881681,7.2149379432492395,50.50261923389903,38.42185906979162,36.13808308297422,0.5,299.7949714642564,0.05,97.01936821215125
0,2,48.62220131949386,0.03164867197433609,1.9171353234402118,7.148989859337166,38.275230787993614,44.37421863110132,37.02855035589663,0.5481503416277055,300.7053970325724,1.1761561978803352,96.92330414466392
0,3,42.9770343697715,0.024482125555583448,3.0492510145632763,7.214644302830188,34.99515552223518,43.79517034567388,36.75871491139808,0.5422952002080412,305.64923753204295,2.0552602835388956,93.96118430893796
0,4,42.419441878132204,0.027003650870467917,3.267588754919638,7.166670624629678,50.44424767749176,50.84740838291303,36.73960563422918,0.7349136536119247,301.93813965382674,2.954140121116284,93.03182695772416
0,5,40.27114965528615,0.025036023937435613,1.614570647946748,7.149988957537115,30.660462728803573,56.4506447572885,35.887882099746065,0.5,316.5286876971761,4.120508134563297,88.84407065094204
0,6,35.61482989994119,0.028494802355232485,1.5857551578180902,7.1159679257477135,59.35301124041449,52.882544434998664,36.29836327190578,0.5861625883193815,321.36756508882996,4.818179727280064,90.98465796501497
0,7,32.81672287519861,0.027843651036292997,1.1992815784281639,7.156912772054571,46.476335271227406,51.555822649448366,36.42130364863301,1.8373792074530153,319.456094594265,5.0,88.7243427421549
0,8,34.27305596427843,0.022522058482717856,1.2003855871281932,7.159953229449122,44.15101417386329,52.04337759832677,36.58249053386802,2.262921444446455,325.0026837373983,5.0,87.08969887128721
0,9,31.76381600281017,0.02860339996272828,2.019489054043183,7.151839102356011,41.2646971671514,60.10764769246359,36.51725984928123,4.420628600253366,320.5931291777294,5.0,87.77308231486597
0,10,30.088665612112983,0.021781702111367044,1.0848562892880762,7.085114787275898,49.62180853064335,62.408941198152974,36.62198052348627,6.527511130381171,316.5354054763575,5.0,91.64673268511088
0,11,29.849981090600675,0.022091299298103162,1.7040120037091067,7.140838926979562,36.460606416142134,59.81598161476398,36.66323794011529,9.048278269479633,334.6282203674875,5.0,88.54071173226323
0,12,25.95372774561476,0.022152998346530693,3.249548995825203,7.088585212093311,47.21765294659177,59.820663295473075,36.355486260874805,10.324987495496853,336.8838852677775,5.0,90.76064897379769
0,13,22.98238798352539,0.02471239986960718,1.5111413021747289,7.054043001326367,53.37592970317535,76.98945867165395,36.920591147192,14.330570999333853,332.1380024181805,5.0,88.13313645421931
0,14,25.42805611476396,0.019417600168788563,2.8330542067033315,7.05810333232179,30.627501549519796,68.72665101402502,36.30681647565928,16.175999750923825,339.70741892954044,5.0,87.01114833293975
1,1,36.78248304486555,0.00813561533683474,3.6032467958000716,7.069138936316486,34.500590543941314,41.3269161889034,36.08728341914551,0.5,310.27968492157896,0.16843056424452935,93.04251293699538
1,2,36.329302717476004,0.013426585965491657,2.4370475285553006,6.986578166984294,43.57354986591958,29.610184704633276,36.581645483774466,0.7738829375224155,309.0105615170924,1.2154350269610892,96.12660628612079
1,3,35.3985701425015,0.00821283783696376,2.099577943726713,7.013773496751119,51.84641827798336,46.86716492616077,36.56498003462533,0.5,306.45209943948635,2.0993176706215895,90.5896709782729
1,4,33.72203213170919,0.0076108000500228765,3.7764810895689123,6.986856607047424,42.20069291132623,51.5916576626549,36.298031265634634,0.5614222666461184,309.5196099368175,2.9640969209921697,88.77122381450184
1,5,28.491217124530998,0.011217812166742,1.5817778864242673,6.981253531553565,42.37449169737341,43.01063640077893,36.862366241183175,0.8903828803888356,315.44471542094857,3.956788254256323,86.99305581820077
1,6,26.797806898813654,0.01536468551831402,3.633017510936736,6.9475817400652,41.829519079569295,50.83222868444559,36.50231161137155,0.5,305.37086665216555,4.785757169760208,89.59608795476781
1,7,26.99438578110261,0.007627752847973577,2.252596706978479,6.970995610863704,37.38802697263302,59.18100412691589,36.195409886504684,2.132761926821797,327.98188253814266,5.0,89.40174116966583
1,8,27.835192931599693,0.014227436175427714,1.2995672089352948,6.969962650183447,39.734545548522625,48.670404524632715,37.04377407191477,3.796924637688659,320.19322730737673,5.0,87.63323713467989
1,9,24.243051876022598,0.009313780430608215,2.141134247302675,6.916679302064775,46.293591668019076,58.271606036587755,36.643004468764005,4.915877996853526,314.2488630210519,5.0,84.52447928369958
1,10,23.877470319409415,0.008407955027157958,1.805303133027942,6.893399649226286,54.322530946173615,58.63423834091284,36.75349447788195,7.304083877279096,323.08173157421453,5.0,87.73992406075233
1,11,24.70184946180556,0.009552842703797243,0.946379558150663,6.875965070113637,31.35213462787678,60.39717014117396,36.83537071855666,8.961302357907561,328.13690640467087,5.0,87.22356621829627
1,12,19.56388046268679,0.007241966557901217,2.5537119678407514,6.8755190568738245,39.94986279138501,61.58162430017479,36.15091502322336,10.997124467652114,325.2108018933601,5.0,85.22620987231247
1,13,19.52328492656642,0.005606430886398828,1.705368644561626,6.89450127714255,38.36938690782262,66.59920173543776,36.52639525585174,12.722293567936232,329.02325483327104,5.0,85.32767974644806
1,14,16.21152014995409,0.008622991361682385,2.74527192869931,6.834605373523548,47.41128323640893,70.38271895753606,36.51966018728672,16.086524608653203,339.5343244353751,5.0,85.70731084426774
2,1,54.8504474031366,0.03240310740120973,2.48268425133034,6.99486683255174,43.27313087028733,42.194333552022734,35.94613209800358,0.5396672257490714,292.0177017486731,0.05,99.06626377619345
2,2,47.01799646749871,0.029295461515489216,1.2969390123685185,7.014044799840356,41.574113576193945,46.49189618221498,36.40877603767556,0.5,303.93695448725305,0.9572669775977429,93.74450726497412
2,3,46.45890502067605,0.02800535000247832,1.7617490932874735,7.058063890936806,34.06090916374019,48.26046361281647,36.59771808917728,0.6186826167227476,303.4753130202911,2.0956360520500987,93.7143748297952
2,4,43.37846242254194,0.025979469277456535,3.8145625601128215,7.0001141747848505,57.54009966133036,47.113524561992634,36.85454495146102,0.5,310.77347154815584,3.0270856390409295,92.72581528644719
2,5,43.52479887153356,0.024504858947774,1.195219847720754,7.032653967431521,31.56962697417031,49.16053114683977,36.37087555224571,1.5119887553394395,318.9639639411293,3.893070994825829,91.13755690827495
2,6,41.07284212767669,0.025307023366632583,2.944892265157249,6.970674480827872,30.778433404037145,46.56107790062158,36.583770148400546,1.0398931132456979,318.4872308493103,4.877200737939256,92.72293319677937
2,7,36.84000410468897,0.02370395868114781,3.1041715558625516,7.006831300668298,30.833627651157162,57.79573641097777,36.695499699860534,2.1562581732160955,320.0558492876078,5.0,90.83654788667307
2,8,35.40966885298797,0.024120456268953868,1.7525053926310208,6.931044819012317,30.30142129610238,59.537436878579946,36.60703571610904,4.3881197587325325,313.54182982350915,5.0,86.57341098638481
