GDP_Fucose_uM,Mn_uM,Uridine_mM,pH,DO_pct,pCO2_mmHg,Temperature_C,VCD_1e6_per_mL,Osmolality_mOsm,Lactate_g_per_L,Batch_ID,Fucosylation_pct
33.090508913552185,0.01930840010486823,3.7849923994548664,7.110515654697739,37.934722472264994,106.25129199267778,36.707776015587974,2.9812053537180376,378.17973429606536,3.5209207147206754,33,85.5996304147368
76.30357298074371,0.01731269271533876,1.330303980194202,6.9674339628273545,25.68906650972348,74.50653393474335,37.405509375481586,21.055606252561503,297.43237148608665,3.637972516460044,7,92.16785222400982
59.89954563585538,0.009631541712640142,2.0598786246644876,7.371598819891153,27.58155349833296,47.59190495689673,35.315899376895004,7.7340743919663755,393.5756554366318,1.5756520548462178,14,86.37317349997087
49.89938631477774,0.030756066834972912,3.484762865860182,6.7751827607873905,30.840267690855306,96.29776079490833,34.44589365836704,8.530559380184986,381.1868938295849,1.0033598171694031,16,89.68847619978023
16.70139803318274,0.024354583864922816,2.66940205036016,7.070285132799152,32.2192000618969,67.68103221149661,34.59423287177731,7.203641402023908,390.2623957880003,0.8474780983439693,5,83.58079176710105
16.699589025215197,0.04341934862387618,3.823569673857022,7.1601680119921784,34.53570855263264,83.51647351072475,36.48474129182197,21.321930970105125,314.2773288294055,3.539617073208314,21,89.63529404057769
9.35627091261496,0.0025733694436208543,4.825435555502868,7.260451591476306,35.327601737809665,39.6538761156545,35.83779016995748,24.51474589434495,320.26839269757454,1.0017678378299262,22,86.4034153309126
69.96321093312014,0.03254952845020119,1.0244600947183886,6.925576824342405,47.342980729252155,86.84255905643931,35.43247065488629,19.369292971390813,336.3910521453051,2.170272282529819,37,96.32274502714685
50.08362588074066,0.038384495047066494,3.693054723791274,7.149537526125985,50.57439144956248,63.61954400506119,34.01387039388087,20.942290790791375,306.9040799892698,1.3937832040066567,45,95.72004654231385
58.10544333470341,0.038214841890227044,1.5365487003445153,6.842561177107426,38.532752487581355,60.077077474664506,37.37727843749452,16.271510591944768,335.85071068227893,2.045848209408288,48,93.49706770365401
6.543837072185184,0.04441762438768073,2.3651452733340617,6.948380873889456,74.43778519524369,118.1924020900021,36.90510223753703,14.161822893119009,281.10420226911134,1.4484913716593903,5,86.29557926867251
77.74323891214958,0.036722653398645215,0.6478822660781292,7.31650170496272,53.18838340033727,68.91875784842225,33.70319300869615,18.596294110181844,385.30438852056204,1.2424999926588156,19,87.06567954430125
67.43319806003163,0.04646269302073712,1.1115832203171452,7.359926087464764,67.24861568200441,91.02345403041608,34.836942273010685,2.822546212543067,299.4752848182422,1.7665597049887847,32,88.45095548637838
20.92543330087071,0.017300173391223684,1.9389978007200486,7.175053877541812,,86.4954782016457,35.710660468194455,3.412212088878124,340.1017394690142,1.3984095932054905,25,84.09395813787411
18.636872540532547,0.02565726142082561,2.0389361237959323,6.899481512620948,29.788106874548312,39.38731957966419,35.27169311385766,17.807290237252225,391.4591791273901,3.374796087847171,47,85.86482412573517
18.755338239007536,0.0016899035008616432,4.548133474079431,7.256046231979731,45.672469022938074,97.31347833578845,34.98897919368869,9.706609185502336,378.51790511339277,2.3645607803581976,37,85.23822820894682
27.81816822196533,0.0013409217778612694,3.838158091699318,6.620693665380336,45.992624102876526,59.084328309021885,36.59415948780265,13.243190198310318,373.13494936627893,0.7870514074038295,18,83.69383671819767
44.35673237241784,0.012766204402124476,4.874823356841685,6.682196728431537,41.26833502630125,,33.27251752118919,19.985828964177934,352.6534767169899,1.0201882286207733,3,79.75493115534879
37.395876398158684,0.005939552659815178,3.1958217965085822,7.129098989100289,20.534351993098397,84.68767043538442,35.35705169562971,15.27463189335948,332.3528183061187,0.3088586408574216,7,87.76230608611729
26.842185514853142,0.013750357028851929,1.587711794410931,6.832998860216046,68.9583264666857,58.53823409581406,34.31090845194801,20.52102311725033,333.524484524636,1.2687856705221454,27,85.79529110251599
50.88896710417846,0.009675121431891472,1.974447634647393,7.361108974720382,26.693559293234166,62.06636642979638,33.4230919261738,11.640570569924801,290.4358723605488,2.7111208157091404,34,73.82014955540046
